OrderId,CustomerId,OrderDate,Amount
269,90,2020-10-09 00:00:00,788.34
270,91,2023-05-26 00:00:00,298.92
271,91,2021-01-05 00:00:00,701.41
272,91,2020-09-14 00:00:00,106.69
273,91,2021-03-03 00:00:00,298.89
274,91,2020-03-13 00:00:00,268.5
275,92,2022-09-28 00:00:00,636.34
276,92,2022-12-07 00:00:00,147.82
277,92,2021-08-21 00:00:00,537.31
278,92,2021-12-04 00:00:00,164.8
279,93,2021-05-21 00:00:00,537.99
280,93,2021-09-01 00:00:00,284.25
281,93,2021-08-12 00:00:00,147.37
282,93,2020-09-17 00:00:00,880.37
283,94,2022-08-31 00:00:00,775.85
284,94,2021-06-02 00:00:00,845.26
285,95,2020-12-09 00:00:00,38.25
286,95,2022-04-19 00:00:00,399.89
287,95,2021-04-24 00:00:00,916.39
288,95,2021-08-12 00:00:00,167.08
289,96,2022-01-08 00:00:00,157.38
290,96,2023-07-18 00:00:00,127.6
291,96,2023-12-15 00:00:00,587.86
292,96,2022-05-27 00:00:00,65.49
293,96,2022-03-11 00:00:00,189.6
294,97,2023-02-26 00:00:00,252.95
295,98,2023-12-30 00:00:00,250.79
296,98,2023-01-14 00:00:00,351.03
297,98,2023-05-22 00:00:00,404.73
298,98,2023-04-08 00:00:00,360.91
299,99,2022-02-09 00:00:00,824.52
300,99,2020-02-23 00:00:00,662.63
301,99,2023-11-14 00:00:00,600.6
302,99,2023-05-27 00:00:00,218.1
303,99,2022-09-23 00:00:00,308.52
304,100,2020-06-11 00:00:00,51.5
305,100,2023-08-15 00:00:00,632.05
306,100,2023-09-19 00:00:00,580.09
307,100,2023-02-14 00:00:00,704.2
308,101,2020-02-28 00:00:00,487.97
309,101,2020-08-06 00:00:00,590.58
310,102,2023-10-19 00:00:00,168.82
311,102,2023-10-30 00:00:00,819.7
312,103,2023-12-13 00:00:00,394.02
313,103,2022-03-04 00:00:00,398.39
314,103,2023-01-15 00:00:00,446.98
315,104,2022-02-23 00:00:00,666.7
316,104,2023-10-26 00:00:00,407.84
317,104,2023-08-14 00:00:00,614.68
318,104,2021-01-27 00:00:00,370.43
319,105,2023-02-12 00:00:00,643.82
320,106,2021-01-06 00:00:00,968.82
321,106,2022-01-09 00:00:00,154.51
322,107,2020-09-12 00:00:00,930.72
323,107,2023-07-31 00:00:00,761.71
324,108,2022-04-08 00:00:00,19.11
325,108,2022-10-26 00:00:00,357.44
326,109,2023-04-06 00:00:00,933.47
327,109,2023-03-15 00:00:00,459.94
328,110,2023-02-28 00:00:00,534.82
329,110,2021-06-06 00:00:00,429.25
330,110,2021-04-18 00:00:00,249.45
331,111,2021-12-08 00:00:00,521.63
332,112,2023-03-24 00:00:00,40.26
333,112,2022-03-18 00:00:00,186.72
334,113,2020-03-02 00:00:00,541.0
335,113,2023-03-15 00:00:00,808.7
336,114,2020-03-13 00:00:00,307.0
337,114,2022-02-20 00:00:00,192.34
338,114,2022-11-29 00:00:00,694.41
339,114,2022-11-03 00:00:00,608.02
340,114,2023-02-23 00:00:00,791.73
341,115,2022-12-16 00:00:00,532.03
342,115,2021-10-24 00:00:00,281.07
343,116,2022-12-28 00:00:00,554.39
344,116,2022-01-05 00:00:00,721.35
345,116,2020-03-12 00:00:00,200.02
346,117,2021-10-07 00:00:00,267.65
347,117,2021-06-17 00:00:00,226.26
348,117,2022-08-02 00:00:00,471.61
349,118,2023-11-08 00:00:00,656.2
350,118,2022-05-23 00:00:00,942.31
351,118,2023-10-23 00:00:00,618.33
352,118,2021-07-31 00:00:00,870.92
353,119,2020-06-29 00:00:00,752.99
354,120,2020-05-15 00:00:00,140.42
355,120,2022-03-31 00:00:00,991.27
356,120,2021-09-05 00:00:00,681.45
357,120,2021-01-22 00:00:00,174.61
358,121,2022-07-29 00:00:00,995.7
359,122,2022-01-16 00:00:00,254.93
360,122,2023-02-17 00:00:00,458.83
361,122,2022-02-18 00:00:00,663.26
362,123,2021-04-20 00:00:00,98.53
363,123,2021-03-15 00:00:00,866.92
364,123,2022-05-15 00:00:00,666.04
365,123,2020-02-21 00:00:00,363.88
366,124,2021-12-03 00:00:00,216.32
367,124,2023-06-21 00:00:00,879.7
368,124,2020-03-21 00:00:00,930.22
369,125,2022-04-05 00:00:00,642.48
370,125,2020-01-04 00:00:00,208.81
371,125,2022-04-12 00:00:00,411.01
372,125,2023-03-13 00:00:00,880.65
373,126,2022-04-26 00:00:00,179.85
374,126,2022-05-13 00:00:00,435.46
375,126,2020-09-14 00:00:00,536.13
376,127,2022-05-13 00:00:00,300.81
377,127,2023-01-11 00:00:00,365.25
378,127,2020-07-26 00:00:00,551.02
379,127,2023-12-18 00:00:00,17.95
380,128,2021-12-14 00:00:00,776.33
381,128,2023-03-13 00:00:00,681.2
382,128,2023-10-06 00:00:00,409.34
383,128,2020-08-07 00:00:00,989.38
384,128,2023-11-14 00:00:00,803.88
385,129,2020-08-02 00:00:00,935.52
386,129,2020-05-22 00:00:00,399.46
387,129,2021-12-13 00:00:00,859.4
388,129,2023-08-06 00:00:00,262.55
389,130,2023-04-12 00:00:00,269.96
390,130,2023-03-03 00:00:00,965.58
391,130,2022-05-08 00:00:00,541.95
392,130,2020-07-13 00:00:00,323.96
393,130,2023-11-19 00:00:00,143.62
394,131,2021-09-24 00:00:00,856.54
395,131,2022-09-12 00:00:00,30.22
396,132,2020-11-20 00:00:00,655.87
397,132,2023-06-01 00:00:00,742.48
398,132,2020-08-11 00:00:00,890.84
399,132,2023-06-22 00:00:00,911.49
400,133,2022-06-09 00:00:00,711.54
401,134,2021-04-25 00:00:00,405.58
402,134,2023-11-17 00:00:00,509.63
403,134,2022-12-19 00:00:00,804.09
404,135,2021-12-01 00:00:00,907.03
405,135,2022-11-17 00:00:00,582.51
406,135,2022-06-10 00:00:00,521.48
407,135,2023-04-23 00:00:00,476.92
408,136,2020-06-17 00:00:00,44.87
409,137,2021-08-15 00:00:00,254.98
410,137,2021-01-27 00:00:00,345.3
411,137,2020-07-30 00:00:00,524.38
412,137,2023-07-13 00:00:00,43.18
413,137,2021-11-28 00:00:00,388.81
414,138,2022-09-04 00:00:00,22.82
415,138,2020-06-01 00:00:00,507.13
416,138,2023-04-09 00:00:00,319.44
417,138,2020-12-24 00:00:00,363.92
418,138,2020-04-06 00:00:00,734.44
419,139,2020-04-04 00:00:00,451.01
420,139,2020-10-12 00:00:00,825.98
421,140,2021-12-23 00:00:00,904.31
422,141,2022-02-02 00:00:00,415.16
423,141,2020-06-17 00:00:00,929.58
424,141,2020-02-14 00:00:00,530.11
425,141,2021-05-21 00:00:00,483.27
426,141,2021-11-01 00:00:00,588.24
427,142,2020-07-14 00:00:00,650.27
428,142,2020-11-03 00:00:00,507.34
429,142,2020-08-28 00:00:00,921.8
430,142,2020-06-13 00:00:00,97.95
431,142,2022-02-14 00:00:00,586.86
432,143,2021-03-12 00:00:00,97.74
433,144,2020-02-23 00:00:00,555.32
434,144,2020-08-13 00:00:00,551.65
435,144,2023-12-12 00:00:00,671.43
436,145,2020-03-13 00:00:00,237.01
437,145,2023-09-30 00:00:00,300.95
438,146,2023-04-04 00:00:00,206.48
439,146,2022-12-07 00:00:00,209.47
440,146,2021-12-15 00:00:00,215.14
441,146,2021-10-18 00:00:00,56.26
442,147,2023-02-20 00:00:00,555.23
443,147,2020-05-30 00:00:00,150.79
444,147,2022-05-19 00:00:00,896.13
445,147,2021-11-08 00:00:00,623.72
446,147,2023-04-03 00:00:00,324.32
447,148,2022-11-10 00:00:00,426.11
448,148,2020-02-01 00:00:00,275.81
449,149,2021-09-11 00:00:00,908.09
450,149,2020-10-31 00:00:00,585.63
451,149,2023-12-09 00:00:00,240.07
452,149,2022-05-10 00:00:00,406.15
453,150,2021-08-17 00:00:00,902.34
454,150,2023-10-29 00:00:00,996.87
455,150,2023-01-22 00:00:00,597.98
456,151,2021-12-19 00:00:00,901.91
457,151,2023-05-04 00:00:00,920.87
458,151,2022-05-09 00:00:00,923.87
459,152,2020-11-18 00:00:00,205.95
460,152,2023-05-20 00:00:00,165.68
461,152,2021-11-26 00:00:00,39.61
462,152,2020-07-05 00:00:00,942.13
463,153,2021-12-17 00:00:00,396.87
464,153,2021-11-19 00:00:00,300.85
465,154,2022-10-07 00:00:00,37.09
466,154,2020-01-04 00:00:00,122.58
467,154,2023-06-09 00:00:00,40.79
468,154,2023-12-21 00:00:00,269.57
469,155,2023-11-24 00:00:00,103.72
470,155,2023-09-07 00:00:00,451.86
471,155,2020-07-13 00:00:00,365.77
472,155,2023-03-13 00:00:00,559.33
473,155,2022-07-19 00:00:00,906.27
474,156,2023-08-31 00:00:00,697.6
475,156,2023-11-26 00:00:00,779.25
476,157,2021-05-26 00:00:00,392.72
477,157,2021-10-10 00:00:00,835.3
478,157,2022-07-09 00:00:00,327.42
479,157,2023-05-14 00:00:00,937.32
480,158,2023-02-01 00:00:00,616.46
481,158,2021-10-04 00:00:00,317.71
482,158,2020-04-01 00:00:00,144.92
483,159,2023-12-09 00:00:00,334.0
484,160,2022-05-16 00:00:00,347.23
485,161,2020-02-10 00:00:00,492.5
486,162,2020-05-05 00:00:00,826.97
487,162,2020-01-11 00:00:00,303.01
488,162,2021-06-11 00:00:00,825.02
489,162,2023-01-09 00:00:00,919.34
490,163,2021-05-24 00:00:00,174.26
491,163,2023-05-07 00:00:00,214.52
492,164,2023-08-08 00:00:00,795.38
493,164,2020-10-04 00:00:00,738.52
494,165,2021-05-23 00:00:00,258.42
495,165,2022-10-23 00:00:00,59.38
496,165,2023-06-14 00:00:00,273.22
497,165,2021-07-05 00:00:00,985.04
498,165,2021-03-06 00:00:00,462.18
499,166,2021-12-02 00:00:00,445.02
500,166,2023-04-21 00:00:00,346.91
501,167,2022-11-09 00:00:00,781.52
502,167,2021-07-30 00:00:00,819.89
503,167,2020-10-05 00:00:00,647.33
504,167,2021-11-03 00:00:00,206.78
505,167,2023-08-18 00:00:00,628.97
506,168,2023-07-28 00:00:00,822.33
507,169,2022-04-09 00:00:00,865.65
508,170,2022-07-11 00:00:00,439.67
509,171,2023-06-29 00:00:00,38.95
510,171,2020-11-30 00:00:00,289.47
511,171,2021-03-11 00:00:00,865.26
512,171,2020-03-25 00:00:00,759.03
513,171,2021-09-08 00:00:00,158.07
514,172,2022-03-06 00:00:00,810.06
515,173,2020-08-13 00:00:00,428.48
516,173,2023-05-20 00:00:00,294.07
517,173,2020-08-08 00:00:00,749.97
518,174,2022-08-14 00:00:00,609.57
519,174,2022-10-31 00:00:00,290.21
520,174,2023-08-31 00:00:00,817.9
521,175,2022-01-13 00:00:00,921.22
522,176,2020-02-15 00:00:00,631.6
523,176,2021-12-26 00:00:00,536.97
524,176,2023-07-12 00:00:00,476.06
525,176,2020-04-21 00:00:00,509.08
526,176,2022-11-22 00:00:00,328.7
527,177,2020-04-20 00:00:00,241.1
528,177,2023-02-06 00:00:00,21.69
529,177,2022-02-25 00:00:00,478.92
530,177,2022-04-01 00:00:00,389.89
531,177,2022-10-06 00:00:00,729.66
532,178,2023-05-07 00:00:00,440.46
533,179,2022-01-20 00:00:00,990.91
534,179,2022-08-01 00:00:00,941.09
535,179,2021-02-21 00:00:00,739.9
536,179,2022-09-18 00:00:00,118.51
537,180,2020-06-13 00:00:00,973.2
538,180,2020-07-16 00:00:00,113.0
539,181,2021-11-08 00:00:00,234.67
540,181,2022-06-16 00:00:00,831.55
541,181,2020-04-16 00:00:00,571.3
542,181,2020-03-26 00:00:00,267.88
543,182,2021-08-18 00:00:00,237.91
544,182,2023-11-09 00:00:00,990.95
545,182,2020-10-16 00:00:00,425.62
546,182,2023-10-01 00:00:00,528.43
547,183,2023-07-19 00:00:00,165.97
548,184,2020-08-07 00:00:00,89.65
549,184,2021-03-03 00:00:00,131.79
550,184,2020-06-16 00:00:00,492.03
551,184,2022-06-13 00:00:00,179.47
552,185,2020-07-01 00:00:00,262.49
553,185,2023-05-05 00:00:00,110.14
554,185,2020-06-20 00:00:00,579.59
555,185,2021-11-24 00:00:00,819.08
556,186,2020-11-29 00:00:00,630.34
557,186,2023-01-27 00:00:00,260.28
558,187,2020-04-12 00:00:00,119.67
559,187,2022-04-02 00:00:00,831.6
560,188,2021-10-26 00:00:00,544.98
561,188,2022-06-23 00:00:00,580.59
562,188,2020-06-01 00:00:00,497.69
563,189,2023-05-17 00:00:00,73.88
564,189,2021-02-10 00:00:00,733.44
565,189,2023-06-23 00:00:00,330.37
566,189,2021-04-26 00:00:00,80.85
567,189,2023-01-12 00:00:00,494.11
568,190,2022-11-19 00:00:00,447.91
569,190,2023-12-21 00:00:00,951.79
570,190,2021-04-07 00:00:00,183.32
571,190,2022-06-08 00:00:00,248.93
572,190,2022-09-28 00:00:00,832.05
573,191,2020-05-15 00:00:00,827.23
574,191,2022-09-27 00:00:00,992.24
575,191,2023-03-26 00:00:00,768.32
576,191,2020-03-21 00:00:00,920.65
577,192,2021-05-18 00:00:00,651.19
578,192,2022-04-23 00:00:00,285.22
579,192,2023-11-24 00:00:00,838.89
580,193,2022-05-06 00:00:00,257.42
581,194,2023-09-28 00:00:00,128.86
582,194,2020-12-24 00:00:00,390.52
583,194,2021-10-03 00:00:00,161.07
584,194,2022-03-31 00:00:00,202.55
585,194,2021-05-22 00:00:00,744.21
586,195,2022-11-15 00:00:00,673.47
587,195,2022-10-01 00:00:00,685.31
588,195,2020-06-20 00:00:00,234.8
589,196,2021-03-21 00:00:00,826.63
590,197,2022-06-07 00:00:00,66.43
591,197,2023-08-19 00:00:00,766.88
592,198,2023-10-10 00:00:00,320.66
593,199,2020-11-23 00:00:00,402.05
594,199,2022-03-24 00:00:00,523.61
595,200,2022-03-15 00:00:00,795.97
596,200,2021-11-28 00:00:00,319.27
597,200,2021-10-01 00:00:00,677.66
598,200,2021-11-04 00:00:00,949.57
599,200,2023-01-25 00:00:00,407.54
600,201,2023-12-09 00:00:00,570.21
601,202,2023-01-13 00:00:00,79.0
602,202,2020-06-24 00:00:00,932.56
603,202,2020-12-18 00:00:00,367.45
604,202,2022-08-31 00:00:00,705.82
605,203,2023-02-10 00:00:00,745.91
606,203,2020-05-24 00:00:00,552.85
607,203,2023-06-10 00:00:00,195.68
608,203,2021-11-02 00:00:00,413.79
609,203,2022-12-26 00:00:00,879.93
610,204,2023-01-09 00:00:00,631.04
611,204,2021-10-30 00:00:00,977.88
612,204,2023-04-17 00:00:00,747.97
613,204,2023-09-09 00:00:00,122.35
614,205,2021-10-25 00:00:00,235.1
615,206,2023-03-30 00:00:00,224.16
616,207,2022-03-01 00:00:00,263.4
617,207,2022-03-20 00:00:00,787.37
618,207,2021-09-04 00:00:00,678.29
619,207,2021-04-29 00:00:00,988.89
620,208,2023-04-08 00:00:00,576.49
621,208,2022-08-23 00:00:00,34.56
622,208,2020-02-28 00:00:00,127.39
623,208,2022-02-11 00:00:00,223.81
624,208,2020-05-11 00:00:00,471.74
625,209,2020-02-08 00:00:00,615.51
626,209,2022-02-18 00:00:00,407.2
627,209,2020-11-29 00:00:00,621.44
628,209,2020-04-15 00:00:00,202.05
629,210,2022-06-02 00:00:00,934.48
630,210,2022-08-09 00:00:00,705.24
631,210,2020-03-24 00:00:00,660.82
632,210,2020-01-12 00:00:00,473.58
633,210,2022-11-24 00:00:00,679.74
634,211,2020-01-30 00:00:00,314.29
635,212,2022-03-06 00:00:00,713.92
636,212,2021-07-11 00:00:00,14.12
637,212,2023-10-22 00:00:00,773.46
638,212,2021-06-05 00:00:00,174.4
639,212,2021-01-06 00:00:00,911.26
640,213,2021-11-09 00:00:00,145.12
641,213,2022-02-08 00:00:00,275.06
642,213,2022-11-08 00:00:00,629.86
643,214,2022-07-24 00:00:00,824.61
644,215,2021-07-12 00:00:00,537.46
645,215,2022-01-29 00:00:00,833.22
646,215,2023-02-09 00:00:00,641.24
647,215,2022-08-05 00:00:00,760.16
648,215,2020-03-13 00:00:00,47.12
649,216,2020-03-06 00:00:00,734.49
650,216,2020-12-29 00:00:00,262.18
651,216,2022-05-08 00:00:00,712.05
652,217,2020-02-05 00:00:00,883.87
653,217,2022-12-30 00:00:00,976.03
654,217,2022-08-24 00:00:00,597.33
655,218,2023-03-15 00:00:00,53.5
656,218,2021-03-04 00:00:00,65.83
657,219,2020-04-09 00:00:00,991.63
658,219,2020-03-12 00:00:00,55.15
659,219,2021-07-01 00:00:00,640.1
660,220,2021-06-18 00:00:00,980.61
661,220,2023-10-01 00:00:00,842.86
662,221,2022-05-23 00:00:00,93.97
663,222,2020-06-19 00:00:00,910.81
664,222,2023-05-06 00:00:00,612.66
